"","dept","course_num","title","time","dist","semester"
"1301","ethnicity-race-migration","ER&M 271","The Rwandan Genocide in Comparative Context","HTBA","SO","spring"
"1302","ethnicity-race-migration","ER&M 277","MigrationMemory and Law","MW 2:30pm-3:45pm","WR","fall"
"1303","ethnicity-race-migration","ER&M 282","Asian American History1800 to the Present","MW 11:35am-12:25pm","HU","fall"
"1304","ethnicity-race-migration","ER&M 304","China in the World","MW 1pm-2:15pm","HU","spring"
"1305","ethnicity-race-migration","ER&M 312","MigrationNoncitizenshipand Justice","HTBA","SO","spring"
"1306","ethnicity-race-migration","ER&M 313","Nigeria and Its Diaspora","HTBA","SO","spring"
"1307","ethnicity-race-migration","ER&M 327","Constructing the Self: From Autobiography to Facebook","T 1:30pm-3:20pm","WR","spring"
"1308","ethnicity-race-migration","ER&M 328","Popular Culture and Postcolonial India","W 1:30pm-3:20pm","WR","spring"
"1309","ethnicity-race-migration","ER&M 332","RaceReligionand Ethnicity in the Modern Middle East","not listed","WR","fall"
"1310","ethnicity-race-migration","ER&M 342","Revolutionary Change and Cold War in Latin America","T 1:30pm-3:20pm","WR","fall"
"1311","ethnicity-race-migration","ER&M 354","Asian American Literature","MW 1pm-2:15pm","WR","spring"
"1312","ethnicity-race-migration","ER&M 360","Politics of Reproduction","W 2:30pm-4:20pm","WR","spring"
"1313","ethnicity-race-migration","ER&M 362","Genocide and Ethnic Conflict","W 1:30pm-3:20pm","SO","fall"
"1314","ethnicity-race-migration","ER&M 370","Indians and the Spanish Borderlands","T 4pm-5:50pm","WR","spring"
"1315","ethnicity-race-migration","ER&M 407","Race and Capitalism","Th 1:30pm-3:20pm","SO","fall"
"1316","ethnicity-race-migration","ER&M 419","Ethnography of the African American Community","M 1:30pm-3:20pm","SO","fall"
"1317","ethnicity-race-migration","ER&M 435","Writing Tribal Histories","T 9:25am-11:15am","WR","fall"
"1318","ethnicity-race-migration","ER&M 437","Playwriting Workshop behind Bars: Sacred Texts and Social Justice","M 6:30pm-9pm","HU","fall"
"1319","ethnicity-race-migration","HIST 119","The Civil War and Reconstruction Era1845–1877","TTh 10:30am-11:20am","HU","spring"
"1320","ethnicity-race-migration","HIST 127","U.S. Lesbian and Gay History","TTh 10:30am-11:20am","HU","fall"
"1321","ethnicity-race-migration","HIST 264","Eastern Europe since 1914","TTh 2:30pm-3:20pm","HU","spring"
"1322","ethnicity-race-migration","HIST 323","Southeast Asia since 1900","TTh 11:35am-12:50pm","HU","spring"
"1323","ethnicity-race-migration","HIST 332","African Encounters with Colonialism","TTh 1:30pm-2:20pm","HU","fall"
"1324","ethnicity-race-migration","HIST 335","A History of South Africa","TTh 1:30pm-2:20pm","HU","spring"
"1325","ethnicity-race-migration","HIST 385","Reformers and Revolutionaries in the Arab World","Th 2:30pm-4:20pm","WR","not specified"
"1326","ethnicity-race-migration","HIST 388","Slavery and the Slave Trade in Africa","W 1:30pm-3:20pm","WR","fall"
"1327","ethnicity-race-migration","LITR 143","World Cinema","MW 11:35am-12:25pm; M 6pm-9pm","HU","spring"
"1328","ethnicity-race-migration","MUSI 353","Topics in World Music","TTh 11:35am-12:50pm","HU","fall"
"1329","ethnicity-race-migration","PLSC 225","Policing in America","W 3:30pm-5:20pm","SO","fall"
"1330","ethnicity-race-migration","PLSC 227","Refugee Law and Policy","F 9:25am-11:15am","SO","fall"
"1331","ethnicity-race-migration","PLSC 245","Urban Politics and Policy","Th 1:30pm-3:20pm","SO","fall"
"1332","ethnicity-race-migration","PLSC 280","PovertyPoliticsand Policy in the American City","W 3:30pm-5:20pm","SO","spring"
"1333","ethnicity-race-migration","PLSC 436","Violence: State and Society","M 9:25am-11:15am","SO","fall"
"1334","ethnicity-race-migration","SOCY 232","Islamic Social Movements","T 1:30pm-3:20pm","SO","spring"
"1335","ethnicity-race-migration","SOCY 314","Inequality in America","T 9:25am-11:15am","WR","fall"
"1336","ethnicity-race-migration","SOCY 319","Ethnography of the African American Community","M 1:30pm-3:20pm","SO","fall"
"1337","ethnicity-race-migration","SOCY 339","ImperialismInsurgencyand State Building in the Middle East and North Africa","T 9:25am-11:15am","SO","spring"
"1338","ethnicity-race-migration","THST 335","West African Dance: Traditional to Contemporary","TTh 1:30pm-3:20pm","HU","fall"
"1339","ethnicity-race-migration","WGSS 308","Queer Ethnographies","not listed","SO","fall"
"1340","ethnicity-race-migration","WGSS 380","Gender and Sexuality in Media and Popular Culture","W 2:30pm-4:30pm","HU","fall"
"1341","ethnicity-race-migration","WGSS 405","Women and Literature in Traditional China","TTh 1pm-2:15pm","HU","fall"
"1342","ethnicity-race-migration","ER&M 471","Individual Reading and Research for Juniors and Seniors","HTBA","not specified","fall"
"1343","ethnicity-race-migration","ER&M 491","The Senior Colloquium: Theoretical and Methodological Issues","W 9:25am-11:15am","not specified","fall"
"1344","ethnicity-race-migration","ER&M 492","The Senior Essay or Project","HTBA","not specified","spring"
"1345","film-studies","FILM 150","Introduction to Film Studies","TTh 1:30pm-2:20pm; T 7pm-9pm","WR","fall"
"1346","film-studies","FILM 312","Theory of Media","TTh 10:30am-11:20am","HU","fall"
"1347","film-studies","FILM 320","Close Analysis of Film","T 1:30pm-3:20pm; W 7pm-9pm","HU","spring"
"1348","film-studies","FILM 240","World Cinema","MW 11:35am-12:25pm; M 6pm-9pm","HU","spring"
"1349","film-studies","FILM 307","East Asian Martial Arts Film","MW 2:30pm-3:45pm","HU","spring"
"1350","film-studies","FILM 325","American Film Comedy","M 2:30pm-5:30pm","HU","fall"
"1351","film-studies","FILM 374","Bollywood's MusicImageand Culture","W 9:25am-11:15am","HU","fall"
"1352","film-studies","FILM 384","North Korea through Film","W 7pm-9pm; Th 3:30pm-5:20pm","HU","fall"
"1353","film-studies","FILM 416","French Cinema through the New Wave","MW 11:35am-12:50pm; T 6:30pm-9pm","HU","fall"
"1354","film-studies","FILM 419","German New Waves in Cold War Europe","T 1:30pm-3:20pm","WR","spring"
"1355","film-studies","FILM 448","Japanese Cinema after 1960","MW 2:30pm-3:45pm; T 7pm-9pm","HU","fall"
"1356","film-studies","FILM 457","Italian Film from Postwar to Postmodern","TTh 4pm-5:15pm; W 7:30pm-10:30pm","WR","spring"
"1357","film-studies","FILM 474","World War II in French Cinema","W 7pm-9pm; Th 1:30pm-3:20pm","L5","spring"
"1358","film-studies","FILM 045","Dance on Film","MW 4pm-5:15pm","WR","fall"
"1359","film-studies","FILM 242","Interpreting Film Masterpieces","M 6:30pm-9:30pm; T 1:30pm-3:20pm","WR","fall"
"1360","film-studies","FILM 285","Disney","MW 10:30am-11:20am; Th 7pm-9pm","WR","fall"
"1361","film-studies","FILM 318","Politics and Film","MW 4pm-5:15pm","HU","fall"
"1362","film-studies","FILM 321","Hollywood in the Twenty-First Century","TTh 10:30am-11:20am; T 7pm-9:30pm","HU","spring"
"1363","film-studies","FILM 324","Gender and Sexuality in Media and Popular Culture","W 2:30pm-4:30pm","HU","fall"
"1364","film-studies","FILM 358","Text and Image: The Double of Interpretation","Th 1:30pm-3:20pm","HU","spring"
"1365","film-studies","FILM 364","Milos Forman and His Films","Th 1:30pm-3:20pm","HU","fall"
"1366","film-studies","FILM 368","The Culture of the Cold War in Europe","F 1:30pm-3:20pm","HU","spring"
"1367","film-studies","FILM 377","Postwar Queer Avant-Garde Film","M 7pm-9pm; T 1:30pm-3:20pm","HU","fall"
"1368","film-studies","FILM 403","Filmscapes: The Art of Artifice","W 1:30pm-3:20pm","HU","spring"
"1369","film-studies","FILM 406","Literature into Film","T 7pm-10pm; Th 3:30pm-5:20pm","HU","fall"
"1370","film-studies","FILM 424","Urban Narratives of Injustice in <em>The Wire</em>","T 1:30pm-3:20pm","HU","fall"
"1371","film-studies","FILM 469","The Films of Martin Scorsese","T 6:30pm-10pm; Th 3:30pm-5:20pm","HU","fall"
"1372","film-studies","FILM 475","Shakespeare on Film","W 2:30pm-4:20pm","WR","spring"
"1373","film-studies","FILM 476","Hollywood Novel and Film","not listed","HU","fall"
"1374","film-studies","FILM 161","Introductory Film Writing and Directing","M 8:25am-12:20pm","not specified","fall"
"1375","film-studies","FILM 162","Introductory Documentary Filmmaking","not listed","not specified","both"
"1376","film-studies","FILM 350","Screenwriting","Th 3:30pm-5:20pm","not specified","both"
"1377","film-studies","FILM 355","Intermediate Film Writing and Directing","not listed","not specified","both"
"1378","film-studies","FILM 356","Intermediate Documentary Filmmaking","T 12:30pm-3:20pm; Th 9pm-11pm","HU","spring"
"1379","film-studies","FILM 359","Introduction to Sound Studies","TTh 1pm-2:15pm","HU","fall"
"1380","film-studies","FILM 395","Intermediate Screenwriting","W 7pm-8:50pm","not specified","spring"
"1381","film-studies","FILM 396","Writing for Film: Voice and Vision","M 1:30pm-3:20pm","not specified","spring"
"1382","film-studies","FILM 397","Writing about the Performing Arts","TTh 11:35am-12:50pm","HU","spring"
"1383","film-studies","FILM 455","Documentary Film Workshop","T 7pm-9pm; W 12:30pm-3:20pm","not specified","fall"
"1384","film-studies","FILM 483","Advanced Film Writing and Directing","M 1:30pm-5:20pm","not specified","fall"
"1385","film-studies","FILM 487","Advanced Screenwriting","Th 1:30pm-3:20pm","not specified","fall"
"1386","film-studies","FILM 471","Independent Directed Study","not listed","not specified","both"
"1387","film-studies","FILM 491","The Senior Essay","HTBA","not specified","fall"
"1388","film-studies","FILM 493","The Senior Project","HTBA","not specified","fall"
"1389","forestry-environmental-studies","F&ES 020","Sustainable Development in Haiti","TTh 9am-10:15am","WR","fall"
"1390","forestry-environmental-studies","F&ES 261","Minerals and Human Health","TTh 11:35am-12:50pm","SC","fall"
"1391","forestry-environmental-studies","F&ES 290","Geographic Information Systems","HTBA","not specified","spring"
"1392","forestry-environmental-studies","F&ES 315","Conservation Biology","MW 10:30am-11:20am","SC","fall"
"1393","forestry-environmental-studies","F&ES 327","Atmospheric Chemistry","MW 9am-10:15am","QR","fall"
"1394","forestry-environmental-studies","F&ES 384","Environmental Anthropology","Th 1:30pm-3:20pm","SO","fall"
"1395","french","FREN 110","Elementary and Intermediate French I","not listed","L1","fall"
"1396","french","FREN 120","Elementary and Intermediate French II","not listed","L2","spring"
"1397","french","FREN 121","Intermediate French","MTWThF 9:25am-10:15am","L2","fall"
"1398","french","FREN 125","Intensive Elementary French","MTWThF 9:25am-11:15am","L1","fall"
"1399","french","FREN 130","Intermediate and Advanced French I","not listed","L3","both"
"1400","french","FREN 140","Intermediate and Advanced French II","not listed","L4","both"
"1401","french","FREN 145","Intensive Intermediate and Advanced French","MTWThF 9:25am-11:15am","L3","spring"
"1402","french","FREN 150","Advanced Language Practice","not listed","L5","both"
"1403","french","FREN 160","Advanced Culture and Conversation","not listed","L5","both"
"1404","french","FREN 170","Introduction to the Study of Literature in French","not listed","L5","both"
"1405","french","FREN 171","Introduction to the Study of Literature in French for Students of Directed Studies","TTh 1pm-2:15pm","L5","spring"
"1406","french","FREN 195","Advanced Writing Workshop","MW 11:35am-12:50pm","L5","fall"
"1407","french","FREN 198","Applied Advanced French Grammar","MW 2:30pm-3:45pm","L5","spring"
"1408","french","FREN 211","French Poetry: The First Five Hundred Years","MF 11:35am-12:50pm","L5","fall"
"1409","french","FREN 233","French Fiction since the 1990s","F 1:30pm-3:20pm","L5","fall"
"1410","french","FREN 265","French Classical Tragedy","TTh 2:30pm-3:45pm","L5","fall"
"1411","french","FREN 307","Trains in French LiteratureFilmand History","MW 1pm-2:15pm","WR","spring"
"1412","french","FREN 309","Shopping and the Novel","TTh 11:35am-12:50pm","WR","fall"
"1413","french","FREN 310","Louis XIV and the Culture of Absolutism","MW 11:35am-12:50pm","HU","spring"
"1414","french","FREN 366","Writers and Artists in Paris1780–1914","MW 1pm-2:15pm","L5","fall"
"1415","french","FREN 394","French Cinema through the New Wave","MW 11:35am-12:50pm; T 6:30pm-9pm","HU","fall"
"1416","french","FREN 396","World War II in French Cinema","W 7pm-9pm; Th 1:30pm-3:20pm","L5","spring"
"1417","french","FREN 399","Modernities","MW 9am-10:15am","HU","fall"
"1418","french","FREN 412","Postcolonial Theory and Literature","T 1:30pm-3:20pm","HU","spring"
"1419","french","FREN 470","Special Tutorial for Juniors and Seniors","HTBA","not specified","fall"
"1420","french","FREN 491","The Senior Essay","HTBA","not specified","both"
"1421","french","FREN 493","The Senior Essay in the Intensive Major","HTBA","not specified","fall"
"1422","french","FREN 109","French for Reading","W 3:30pm-5:20pm","not specified","both"
"1423","freshman-seminar-program","AFAM 008","Aesthetics and Meaning in African Arts and Cultures","not listed","HU","spring"
"1424","freshman-seminar-program","AFAM 060","Significance of American Slavery","MW 4pm-5:15pm","WR","spring"
"1425","freshman-seminar-program","AMST 010","Islam in the United States","TTh 1pm-2:15pm","WR","spring"
"1426","freshman-seminar-program","ARCH 005","Modern Architecture and the City","MW 1pm-2:15pm","HU","fall"
"1427","freshman-seminar-program","ART 002","Paper","TTh 1pm-2:15pm","not specified","spring"
"1428","freshman-seminar-program","ART 003","Blue","MW 1pm-2:15pm","HU","fall"
"1429","freshman-seminar-program","ART 004","Words and Pictures","MW 1pm-2:15pm","HU","fall"
"1430","freshman-seminar-program","ART 006","Art of the Printed Word","TTh 2:30pm-4:20pm","HU","fall"
"1431","freshman-seminar-program","ASTR 030","Search for Extraterrestrial Life","MW 4pm-5:15pm","WR","fall"
"1432","freshman-seminar-program","ASTR 040","Expanding Ideas of Time and Space","TTh 11:35am-12:50pm","SC","spring"
"1433","freshman-seminar-program","CLCV 056","Ancient MythFictionand Science Fiction","MW 2:30pm-3:45pm","WR","spring"
"1434","freshman-seminar-program","CLCV 057","The Age of Constantine","MW 1pm-2:15pm","WR","fall"
"1435","freshman-seminar-program","CPSC 079","Digital Photorealism","M 2:30pm-4:20pm","QR","spring"
"1436","freshman-seminar-program","ENGL 010","Jane Austen","MW 11:35am-12:50pm","WR","spring"
"1437","freshman-seminar-program","ENGL 011","Lincoln in Thought and Action","TTh 1pm-2:15pm","WR","spring"
"1438","freshman-seminar-program","ENGL 012","Literary Cities: New YorkChicagoSan Francisco","TTh 1pm-2:15pm","WR","spring"
"1439","freshman-seminar-program","ENGL 015","South African Writing after Apartheid","TTh 1pm-2:15pm","WR","fall"
"1440","freshman-seminar-program","ENGL 017","Shakespeare's Major Tragedies","TTh 2:30pm-3:45pm","WR","spring"
"1441","freshman-seminar-program","EVST 020","Sustainable Development in Haiti","TTh 9am-10:15am","WR","fall"
"1442","freshman-seminar-program","HIST 012","Politics and Society in the United States after World War II","MW 2:30pm-3:45pm","HU","spring"
"1443","freshman-seminar-program","HIST 015","History of Food and Cuisine","HTBA","HU","spring"
"1444","freshman-seminar-program","HIST 020","Rivers and Civilization","not listed","HU","fall"
"1445","freshman-seminar-program","HIST 030","Tokyo","TTh 1pm-2:15pm","WR","fall"
"1446","freshman-seminar-program","HIST 032","Shanghai","TTh 1pm-2:15pm","WR","fall"
"1447","freshman-seminar-program","HIST 033","Fashion in London and Paris1750 to the Present","TTh 11:35am-12:50pm","WR","spring"
"1448","freshman-seminar-program","HIST 042","Oil and Empire","TTh 1pm-2:15pm","WR","fall"
"1449","freshman-seminar-program","HIST 045","The Holocaust and Its Afterlives","MW 11:35am-12:50pm","WR","fall"
"1450","freshman-seminar-program","HIST 070","Lawyers as Rebels","TTh 1pm-2:15pm","WR","fall"
"1451","freshman-seminar-program","HIST 072","The History of World History","TTh 2:30pm-3:45pm","WR","spring"
"1452","freshman-seminar-program","HLTH 081","Current Issues in Medicine and Public Health","TTh 1pm-2:15pm","not specified","fall"
"1453","freshman-seminar-program","HUMS 076","Epidemics in Global Perspective","MW 2:30pm-3:45pm","HU","fall"
"1454","freshman-seminar-program","HUMS 078","Shakespeare and Music","WF 11:35am-12:50pm","HU","fall"
"1455","freshman-seminar-program","LING 005","The Mental Lexicon","MW 2:30pm-3:45pm","SO","fall"
"1456","freshman-seminar-program","LING 010","Language and Power","TTh 11:35am-12:50pm","SO","spring"
"1457","freshman-seminar-program","MB&B 050","Topics in Cancer Biology","MW 1pm-2:15pm","SC","fall"
"1458","freshman-seminar-program","MCDB 040","The Science and Politics of Cancer","TTh 1pm-2:15pm","SC","spring"
"1459","freshman-seminar-program","MCDB 050","Immunology and Microbes","TTh 2:30pm-3:45pm","SC","fall"
"1460","freshman-seminar-program","MUSI 012","One Thousand Years of Love Songs","TTh 9am-10:15am","HU","spring"
"1461","freshman-seminar-program","MUSI 030","Faith and Doubt in Western Music","not listed","HU","spring"
"1462","freshman-seminar-program","MUSI 065","Shape-Note Traditions of the United States","T 6pm-8pm","HU","fall"
"1463","freshman-seminar-program","NELC 001","Egypt and Northeast Africa: A Multidisciplinary Approach","not listed","WR","spring"
"1464","freshman-seminar-program","RLST 017","Authenticity","MW 2:30pm-3:45pm","HU","fall"
"1465","freshman-seminar-program","RUSS 023","Storytelling and the Russian Tradition","MW 1pm-2:15pm","WR","spring"
"1466","freshman-seminar-program","SCIE 030","Current Topics in Science","F 1:30pm-3:20pm","SC","fall"
"1467","freshman-seminar-program","SOCY 018","The Sociological Imagination","TTh 9am-10:15am","SO","fall"
"1468","freshman-seminar-program","THST 099","Dance on Film","MW 4pm-5:15pm","WR","fall"
"1469","freshman-seminar-program","WGSS 032","History of Sexuality","not listed","WR","spring"
"1470","womens-gender-sexuality-studies","WGSS 111","Sexuality and Religion","TTh 11:35am-12:50pm","HU","spring"
"1471","womens-gender-sexuality-studies","WGSS 115","Gender in a Transnational World","Th 9:25am-11:15am","SO","fall"
"1472","womens-gender-sexuality-studies","WGSS 120","WomenFoodand Culture","TTh 1:30pm-2:20pm","WR","fall"
"1473","womens-gender-sexuality-studies","WGSS 200","U.S. Lesbian and Gay History","TTh 10:30am-11:20am","HU","fall"
"1474","womens-gender-sexuality-studies","WGSS 205","Bodies and PleasuresSex and Genders","T 2:30pm-4:20pm","SO","fall"
"1475","womens-gender-sexuality-studies","WGSS 206","Globalizing Gender and Sexuality","not listed","not specified","spring"
"1476","womens-gender-sexuality-studies","WGSS 340","Feminist and Queer Theory","WF 11:35am-12:50pm","WR","fall"
"1477","womens-gender-sexuality-studies","WGSS 398","Junior Seminar: Theory and Method","not listed","WR","spring"
"1478","womens-gender-sexuality-studies","WGSS 490","The Senior Colloquium","M 7pm-8:50pm","not specified","fall"
"1479","womens-gender-sexuality-studies","WGSS 491","The Senior Essay","HTBA","not specified","both"
"1480","womens-gender-sexuality-studies","WGSS 032","History of Sexuality","not listed","WR","spring"
"1481","womens-gender-sexuality-studies","WGSS 033","Fashion in London and Paris1750 to the Present","TTh 11:35am-12:50pm","WR","spring"
"1482","womens-gender-sexuality-studies","WGSS 168","Women in the Ancient World","MW 2:30pm-3:45pm","HU","spring"
"1483","womens-gender-sexuality-studies","WGSS 169","Anthropological Approaches to Sex","MW 11:35am-12:25pm","SO","fall"
"1484","womens-gender-sexuality-studies","WGSS 211","Race and Gender in American Literature","TTh 11:35am-12:25pm","WR","spring"
"1485","womens-gender-sexuality-studies","WGSS 220","Women and U.S. Politics","HTBA","SO","spring"
"1486","womens-gender-sexuality-studies","WGSS 230","Evolutionary Biology of Women's Reproductive Lives","MW 11:35am-12:50pm","SC","fall"
"1487","womens-gender-sexuality-studies","WGSS 234","Disability and Culture","HTBA","SO","spring"
"1488","womens-gender-sexuality-studies","WGSS 239","Women Writers from the Restoration to Romanticism","TTh 1pm-2:15pm","WR","spring"
"1489","womens-gender-sexuality-studies","WGSS 272","Asian American History1800 to the Present","MW 11:35am-12:25pm","HU","fall"
"1490","womens-gender-sexuality-studies","WGSS 297","Imagining Sexual Politics1960s to the Present","not listed","WR","spring"
"1491","womens-gender-sexuality-studies","WGSS 300","The Olympic GamesAncient and Modern","Th 9:25am-11:15am","HU","spring"
"1492","womens-gender-sexuality-studies","WGSS 302","How We Chooseand Choose Well","MW 2:30pm-3:45pm","SO","fall"
"1493","womens-gender-sexuality-studies","WGSS 304","MenManhoodand Masculinity","not listed","SO","spring"
"1494","womens-gender-sexuality-studies","WGSS 308","Queer Ethnographies","not listed","SO","fall"
"1495","womens-gender-sexuality-studies","WGSS 314","Social Movements","W 1:30pm-3:20pm","SO","spring"
"1496","womens-gender-sexuality-studies","WGSS 316","Inequality in America","T 9:25am-11:15am","WR","fall"
"1497","womens-gender-sexuality-studies","WGSS 321","Middle East Gender Studies","MW 9am-10:15am","SO","spring"
"1498","womens-gender-sexuality-studies","WGSS 327","Constructing the Self: From Autobiography to Facebook","T 1:30pm-3:20pm","WR","spring"
"1499","womens-gender-sexuality-studies","WGSS 328","Popular Culture and Postcolonial India","W 1:30pm-3:20pm","WR","spring"
"1500","womens-gender-sexuality-studies","WGSS 354","WomenGenderand Grassroots Politics in the United States after World War II","W 3:30pm-5:20pm","WR","fall"
"1501","womens-gender-sexuality-studies","WGSS 377","The Body in Art since 1945","MW 1pm-2:15pm","HU","spring"
"1502","womens-gender-sexuality-studies","WGSS 380","Gender and Sexuality in Media and Popular Culture","W 2:30pm-4:30pm","HU","fall"
"1503","womens-gender-sexuality-studies","WGSS 390","Politics of Reproduction","W 2:30pm-4:20pm","WR","spring"
"1504","womens-gender-sexuality-studies","WGSS 405","Women and Literature in Traditional China","TTh 1pm-2:15pm","HU","fall"
"1505","womens-gender-sexuality-studies","WGSS 410","Interdisciplinary Approaches to African American Studies","HTBA","WR","spring"
"1506","womens-gender-sexuality-studies","WGSS 413","Feminist Theater and Performance","W 1:30pm-3:20pm","HU","fall"
"1507","womens-gender-sexuality-studies","WGSS 426","Virginia Woolf","WF 1pm-2:15pm","WR","spring"
"1508","womens-gender-sexuality-studies","WGSS 429","SexMarketsand Power","HTBA","SO","spring"
"1509","womens-gender-sexuality-studies","WGSS 451","PhotographyHistoryand Memory","W 2:30pm-4:20pm","HU","spring"
"1510","womens-gender-sexuality-studies","WGSS 453","Women and Medicine in America from the Colonial Era to the Present","T 9:25am-11:15am","WR","fall"
"1511","womens-gender-sexuality-studies","WGSS 454","Postwar Queer Avant-Garde Film","M 7pm-9pm; T 1:30pm-3:20pm","HU","fall"
"1512","womens-gender-sexuality-studies","WGSS 460","History of the Body","not listed","WR","fall"
"1513","womens-gender-sexuality-studies","WGSS 471","Independent Directed Study","HTBA","not specified","both"
"1514","geology-geophysics","G&G 010","EarthResourcesEnergyand the Environment","not listed","not specified","not specified"
"1515","geology-geophysics","G&G 020","Origins of Everything","not listed","not specified","not specified"
"1516","geology-geophysics","G&G 100","Natural Disasters","MWF 11:35am-12:25pm","SC","fall"
"1517","geology-geophysics","G&G 105","Energy Technology and Society","MW 2:30pm-3:45pm","QR","fall"
"1518","geology-geophysics","G&G 110","Dynamic Earth","MWF 11:35am-12:25pm","SC","fall"
"1519","geology-geophysics","G&G 111","Dynamic Earth Laboratory and Field Methods","F 1:30pm-4:30pm","SC","not specified"
"1520","geology-geophysics","G&G 115","Earth System Science","TTh 9am-10:15am","SC","spring"
"1521","geology-geophysics","G&G 125","History of Life","TTh 11:35am-12:50pm","SC","spring"
"1522","geology-geophysics","G&G 140","AtmosphereOceanand Environmental Change","MWF 9:25am-10:15am","QR","fall"
"1523","geology-geophysics","G&G 141","Laboratory for AtmosphereOceanand Environmental Change","HTBA","SC","not specified"
"1524","geology-geophysics","G&G 205","Natural Resources and Their Sustainability","MW 9am-10:15am","SC","spring"
"1525","geology-geophysics","G&G 211","Global Catastrophe since 1750","TTh 10:30am-11:20am","HU","spring"
"1526","geology-geophysics","G&G 212","Global Tectonics","MWF 10:30am-11:20am","SC","spring"
"1527","geology-geophysics","G&G 215","Global Warming: The Carbon Cycle","not listed","not specified","not specified"
"1528","geology-geophysics","G&G 216","Global Warming: Climate Physics","not listed","not specified","not specified"
"1529","geology-geophysics","G&G 220","Petrology and Mineralogy","not listed","not specified","not specified"
"1530","geology-geophysics","G&G 232","Paleoenvironments","MW 1pm-2:15pm","SC","spring"
"1531","geology-geophysics","G&G 235","Geomorphology and Surface Processes","not listed","not specified","not specified"
"1532","geology-geophysics","G&G 240","Forensic Geoscience","not listed","not specified","not specified"
"1533","geology-geophysics","G&G 247","Partial Differential Equations","TTh 1pm-2:15pm","QR","spring"
"1534","geology-geophysics","G&G 261","Minerals and Human Health","TTh 11:35am-12:50pm","SC","fall"
"1535","geology-geophysics","G&G 274","Fossil Fuels and Energy Transitions","MW 9am-10:15am","SC","fall"
"1536","geology-geophysics","G&G 275","Renewable Energy","MW 9am-10:15am","SC","spring"
"1537","geology-geophysics","G&G 280","Organic Geochemistry","not listed","not specified","not specified"
"1538","geology-geophysics","G&G 290","Earthquakes and Volcanoes","not listed","not specified","not specified"
"1539","geology-geophysics","G&G 310","Isotope Geochemistry","not listed","not specified","not specified"
"1540","geology-geophysics","G&G 312","Structural Geology","not listed","not specified","not specified"
"1541","geology-geophysics","G&G 319","Introduction to the Physics and Chemistry of Earth Materials","TTh 1pm-2:15pm","QR","fall"
"1542","geology-geophysics","G&G 322","Physics of Weather and Climate","TTh 1pm-2:15pm","QR","fall"
"1543","geology-geophysics","G&G 323","Climate Dynamics","not listed","not specified","not specified"
"1544","geology-geophysics","G&G 325","Vertebrate Paleontology","not listed","SC","fall"
"1545","geology-geophysics","G&G 326","Introduction to Earth and Planetary Physics","MW 9am-10:15am","QR","spring"
"1546","geology-geophysics","G&G 327","Atmospheric Chemistry","MW 9am-10:15am","QR","fall"
"1547","geology-geophysics","G&G 335","Physical Oceanography","TTh 11:35am-12:50pm","QR","fall"
"1548","geology-geophysics","G&G 342","Introduction to Earth and Environmental Physics","TTh 2:30pm-3:45pm","QR","fall"
"1549","geology-geophysics","G&G 350","Thermodynamics of Mountain Belts","MW 9am-10:15am","SC","fall"
"1550","geology-geophysics","G&G 355","Extraordinary Glimpses of Past Life","MW 11:35am-12:50pm","SC","fall"
"1551","geology-geophysics","G&G 362","Observing Earth from Space","TTh 9am-10:15am","QR","spring"
"1552","geology-geophysics","G&G 370","Regional Perspectives on Global Geoscience","not listed","not specified","not specified"
"1553","geology-geophysics","G&G 402","Paleoclimates","TTh 11:35am-12:50pm","SC","spring"
"1554","geology-geophysics","G&G 421","Geophysical Fluid Dynamics","MW 11:35am-12:50pm","QR","spring"
"1555","geology-geophysics","G&G 428","Science of Complex Systems","MW 9am-10:15am","QR","fall"
"1556","geology-geophysics","G&G 450","Deformation of Earth Materials","not listed","not specified","not specified"
"1557","geology-geophysics","G&G 456","Introduction to Seismology","not listed","not specified","not specified"
"1558","geology-geophysics","G&G 487","Individual Study in Geology and Geophysics","HTBA","not specified","both"
"1559","geology-geophysics","G&G 488","Research in Geology and Geophysics","HTBA","not specified","fall"
"1560","geology-geophysics","G&G 490","Research and Senior Thesis","HTBA","not specified","fall"
"1561","geology-geophysics","G&G 492","The Senior Essay","HTBA","not specified","both"
"1562","global-affairs","GLBL 101","Gateway to Global Affairs","TTh 1pm-2:15pm","SO","fall"
"1563","global-affairs","GLBL 121","Applied Quantitative Analysis","MW 1pm-2:15pm","QR","both"
"1564","global-affairs","GLBL 186","Middle East Exceptionalism","HTBA","SO","spring"
"1565","global-affairs","GLBL 188","Research Design for Global Affairs","W 9:25am-11:15am","not specified","fall"
"1566","global-affairs","GLBL 189","Methods and Ethics in Global Health Research","Th 1:30pm-3:20pm","SO","fall"
"1567","global-affairs","GLBL 191","Research Design and Survey Analysis","W 3:30pm-5:30pm","SO","fall"
"1568","global-affairs","GLBL 225","Approaches to International Development","TTh 11:35am-12:50pm","QR","spring"
"1569","global-affairs","GLBL 234","International Economics","MW 9am-10:15am","SO","spring"
"1570","global-affairs","GLBL 237","Debates in Macroeconomics","MW 4pm-5:15pm","SO","fall"
"1571","global-affairs","GLBL 243","Post-Conflict Politics","W 1:30pm-3:20pm","SO","fall"
"1572","global-affairs","GLBL 247","Development under Fire","HTBA","SO","spring"
"1573","global-affairs","GLBL 251","China in the World","MW 1pm-2:15pm","HU","spring"
